city,idx,name,img,w,h,ratio,bytes,page,credit,reason
georgetown,5,Georgetown Lighthouse,images/landmarks/georgetown-lighthouse.webp,1066,1600,0.666,147190,https://commons.wikimedia.org/wiki/File:Georgetown-Lighthouse.jpg,,tall-portrait
gilgit,5,Jaglot Three Mountain Ranges Junction,images/landmarks/gilgit-jaglot-junction.webp,1066,1600,0.666,226626,https://commons.wikimedia.org/wiki/File:Nanga_Parbat_along_with_Indus_River_at_Jaglot.jpg,,tall-portrait
glasgow,1,Glasgow Cathedral,images/landmarks/glasgow-cathedral.webp,1066,1600,0.666,433648,https://commons.wikimedia.org/wiki/File:Glasgow_Cathedral_main_portal.jpg,,tall-portrait
hamadan,6,Alavian Dome (Gonbad-e Alaviyan),images/landmarks/hamadan-alavian-dome.webp,1066,1600,0.666,278142,https://commons.wikimedia.org/wiki/File:Alaviyan_dome-Hamedan.JPG,,tall-portrait
hamburg,6,Binnenalster & Alster Lakes,images/landmarks/hamburg-binnenalster-alster-lakes.webp,1066,1600,0.666,241252,https://commons.wikimedia.org/wiki/File:Binnenalster_b.jpg,,tall-portrait
hangzhou,3,Six Harmonies Pagoda (Liuhe Pagoda),images/landmarks/hangzhou-six-harmonies-pagoda.webp,1066,1600,0.666,391934,https://commons.wikimedia.org/wiki/File:20240128_Liuhe_Pagoda_01.jpg,,tall-portrait
honolulu,7,USS Missouri Memorial,images/landmarks/honolulu-uss-missouri-memorial.webp,1066,1600,0.666,156868,"https://commons.wikimedia.org/wiki/File:USS_Missouri_Memorial,_Pearl_Harbor,_Honolulu_(503635)_(20350134748).jpg",,tall-portrait
hualien-city,2,Eternal Spring Shrine (Changchun Shrine),images/landmarks/hualien-city-eternal-spring-shrine.webp,1066,1600,0.666,440128,https://commons.wikimedia.org/wiki/File:Chang_Chun_Shrine_amk.jpg,,tall-portrait
hualien-city,4,Swallow Grotto (Yanzikou),images/landmarks/hualien-city-swallow-grotto.webp,1066,1600,0.666,183238,https://commons.wikimedia.org/wiki/File:Taroko-Gorge_Hualien_Taiwan_Swallow-Grotto-02.jpg,,tall-portrait
hualien-city,6,Pine Garden (Songyuan),images/landmarks/hualien-city-pine-garden.webp,1066,1600,0.666,296752,"https://commons.wikimedia.org/wiki/File:Pine_Garden_at_night,_Hualien_City,_Hualien_County_(Taiwan).jpg",,tall-portrait
hue,1,Thien Mu Pagoda,images/landmarks/hue-thien-mu-pagoda.webp,1066,1600,0.666,81704,https://commons.wikimedia.org/wiki/File:Hue_Vietnam_Thien-Mu-Temple-and-Pagoda-03.jpg,,tall-portrait
ica,8,Cañón de los Perdidos (Canyon of the Lost),images/landmarks/ica-canon-de-los-perdidos.webp,1066,1600,0.666,310760,https://commons.wikimedia.org/wiki/File:Ca%C3%B1%C3%B3n_de_los_Perdidos.jpg,,tall-portrait
inhambane,3,Old Mosque of Inhambane,images/landmarks/inhambane-old-mosque-of-inhambane.webp,1066,1600,0.666,237714,https://commons.wikimedia.org/wiki/File:Mosque_in_Inhambane_(3983844009).jpg,,tall-portrait
isfahan,6,Jameh Mosque of Isfahan (Friday Mosque),images/landmarks/isfahan-jameh-mosque-of-isfahan-friday-mosque.webp,1066,1600,0.666,334618,https://commons.wikimedia.org/wiki/File:Jameh_Mosque_of_isfahan.jpg,,tall-portrait
islamabad,4,Lok Virsa Museum,images/landmarks/islamabad-lok-virsa-museum.webp,1066,1600,0.666,182246,https://commons.wikimedia.org/wiki/File:Islamabad_Lok_Virsa_Museum_exterior_03.jpg,,tall-portrait
izmir,0,İzmir Clock Tower (Saat Kulesi),images/landmarks/izmir-izmir-clock-tower-saat-kulesi.webp,1066,1600,0.666,81026,https://commons.wikimedia.org/wiki/File:%C4%B0zmir_Saat_Kulesi_-_01.jpg,,tall-portrait
jakarta,2,Jakarta Cathedral,images/landmarks/jakarta-jakarta-cathedral.webp,1066,1600,0.666,255488,https://commons.wikimedia.org/wiki/File:Jakarta_Indonesia_Jakarta-Cathedral-01.jpg,,tall-portrait
jerez-de-la-frontera,4,Cartuja de Santa María de la Defensión (Charterhouse),images/landmarks/jerez-de-la-frontera-cartuja-de-santa-maría-de-la-defensión-charterhouse.webp,1066,1600,0.666,154878,https://commons.wikimedia.org/wiki/File:CARTUJA_DE_JEREZ.jpg,,tall-portrait
jerusalem,6,Via Dolorosa,images/landmarks/jerusalem-via-dolorosa.webp,1066,1600,0.666,236790,https://commons.wikimedia.org/wiki/File:Jerusalem_Via_dolorosa_BW_2010-09-20_09-56-43.JPG,,tall-portrait
karlovy-vary,3,Church of St. Mary Magdalene,images/landmarks/karlovy-vary-church-of-st-mary-magdalene.webp,1066,1600,0.666,218200,https://commons.wikimedia.org/wiki/File:Karlovy_Vary_kostel_svaté_Máří_Magdalény_květen_2022.jpg,,tall-portrait
kashgar,8,Shipton's Arch (Tushuk Tash),images/landmarks/kashgar-shiptons-arch.webp,1066,1600,0.666,303220,https://commons.wikimedia.org/wiki/File:ShiptonsArchHDR.jpg,,tall-portrait
kerman,7,Jameh Mosque of Kerman,images/landmarks/kerman-jameh-mosque-of-kerman.webp,1066,1600,0.666,382362,https://commons.wikimedia.org/wiki/File:Kerman_Friday_Mosque_entrance.JPG,,tall-portrait
ko-samui,6,Na Muang Waterfalls,images/landmarks/ko-samui-na-muang-waterfalls.webp,1066,1600,0.666,313502,"https://commons.wikimedia.org/wiki/File:Nam_Tok_Na_Muang,_Ko_Samui,_Thailand_(4570914278).jpg",,tall-portrait
konstanz,0,Konstanz Minster (Münster Unserer Lieben Frau),images/landmarks/konstanz-minster.webp,1066,1600,0.666,104546,https://commons.wikimedia.org/wiki/File:00_8946_Konstanzer_M%C3%BCnster.jpg,,tall-portrait
konstanz,7,Rosgarten Museum,images/landmarks/konstanz-rosgarten-museum.webp,1066,1600,0.666,163930,https://commons.wikimedia.org/wiki/File:Eingang_zum_Rosgartenmuseum_Konstanz.jpg,,tall-portrait
krabi,2,Tiger Cave Temple (Wat Tham Suea),images/landmarks/krabi-tiger-cave-temple.webp,1066,1600,0.666,153420,https://commons.wikimedia.org/wiki/File:Krabi_-_Wat_Tham_Suea_-_0015.jpg,,tall-portrait
kuala-lumpur,1,Batu Caves,images/landmarks/kuala-lumpur-batu-caves.webp,1066,1600,0.666,544246,https://commons.wikimedia.org/wiki/File:Gombak_Selangor_Batu-Caves-01.jpg,,tall-portrait
kyoto,4,Arashiyama Bamboo Grove,images/landmarks/kyoto-arashiyama-bamboo-grove.webp,1066,1600,0.666,446510,"https://commons.wikimedia.org/wiki/File:Bamboo_Grove,_Arashiyama,_Kyoto,_Japan.jpg",,tall-portrait
labuan-bajo,5,Batu Cermin Cave (Mirror Rock Cave),images/landmarks/labuan-bajo-batu-cermin-cave.webp,1066,1600,0.666,300346,https://commons.wikimedia.org/wiki/File:Goa_Batu_Cermin_-_Indonesia_1.jpg,,tall-portrait
malacca,2,St. Paul's Church and Hill,images/landmarks/malacca-st-pauls-church-hill.webp,1066,1600,0.666,128688,"https://commons.wikimedia.org/wiki/File:St_Paul's_Church,_Melaka.jpg",,tall-portrait
malacca,5,Cheng Hoon Teng Temple,images/landmarks/malacca-cheng-hoon-teng-temple.webp,1066,1600,0.666,344144,"https://commons.wikimedia.org/wiki/File:2016_Malakka,_Świątynia_Cheng_Hoon_Teng_(07).jpg",,tall-portrait
malmo,2,St. Petri Church (Sankt Petri kyrka),images/landmarks/malmo-st-petri-church.webp,1066,1600,0.666,405642,"https://commons.wikimedia.org/wiki/File:Sankt_Petri_kyrka_in_Malmö,_Sweden.jpg",,tall-portrait
milan,9,Bosco Verticale,images/landmarks/milan-bosco-verticale.webp,1066,1600,0.666,256474,https://commons.wikimedia.org/wiki/File:Il_Bosco_Verticale_Milano_Px_(137734459).jpeg,,tall-portrait
montpellier,2,Saint-Clément Aqueduct (Les Arceaux),images/landmarks/montpellier-saint-clement-aqueduct.webp,1066,1600,0.666,363934,https://commons.wikimedia.org/wiki/File:Aqueduc_Saint_Cl%C3%A9ment_-_Les_Arceaux_-_Montpellier_-_2025.jpg,,tall-portrait
moscow,8,Ostankino Tower,images/landmarks/moscow-ostankino-tower.webp,1066,1600,0.666,174368,https://commons.wikimedia.org/wiki/File:Ostankino_Tower.jpg,,tall-portrait
mostar,2,Koski Mehmed-Pasha Mosque,images/landmarks/mostar-koski-mehmed-pasha-mosque.webp,1066,1600,0.666,210340,"https://commons.wikimedia.org/wiki/File:Koski_Mehmed_Pasha_Mosque,_Mostar_01.jpg",,tall-portrait
mysore,4,St. Philomena's Cathedral,images/landmarks/mysore-st-philomenas-cathedral.webp,1066,1600,0.666,287660,"https://commons.wikimedia.org/wiki/File:Beautiful_Exterior_view_of_St._Philomena%E2%80%99s_Cathedral,_Mysuru,_Karnataka.jpg",,tall-portrait
novi-sad,6,Fruška Gora National Park and Monasteries,images/landmarks/novi-sad-fruska-gora.webp,1066,1600,0.666,494890,https://commons.wikimedia.org/wiki/File:2026-06-13_Fruška_Gora_National_Park_18.jpg,,tall-portrait
nuremberg,9,Henkersteg and the Pegnitz River Views,images/landmarks/nuremberg-henkersteg.webp,1066,1600,0.666,167130,https://commons.wikimedia.org/wiki/File:Nürnberg_Henkersteg_01.jpg,,tall-portrait
olomouc,1,Town Hall and Astronomical Clock,images/landmarks/olomouc-town-hall-astronomical-clock.webp,1066,1600,0.666,175852,https://commons.wikimedia.org/wiki/File:Olomouc_-_Horní_náměstí_-_View_SSE_on_Town_Hall_1607_-_Astronomical_clock_1955_by_Karel_Svolinský_-_Bronze_3D_Town_Map.jpg,,tall-portrait
ottawa,4,Notre-Dame Cathedral Basilica,images/landmarks/ottawa-notre-dame-cathedral-basilica.webp,1066,1600,0.666,152360,"https://commons.wikimedia.org/wiki/File:Ottawa,_ON_-_Notre_Dame_Cathedral_Basilica.jpg",,tall-portrait
palermo,4,Fontana Pretoria,images/landmarks/palermo-fontana-pretoria.webp,1066,1600,0.666,71290,https://commons.wikimedia.org/wiki/File:Palermo_-_Fontana_Pretoria_2321.jpg,,tall-portrait
panama-city,7,Cathedral Basilica Santa María la Antigua,images/landmarks/panama-city-cathedral-basilica-santa-maria-la-antigua.webp,1066,1600,0.666,200686,https://commons.wikimedia.org/wiki/File:Catedral_Metropolitana_de_Panam%C3%A1.jpg,,tall-portrait
pecs,3,Zsolnay Cultural Quarter,images/landmarks/pecs-zsolnay-cultural-quarter.webp,1066,1600,0.666,172590,https://commons.wikimedia.org/wiki/File:Zsolnay_Quarter_building.jpg,,tall-portrait
philadelphia,4,Philadelphia City Hall,images/landmarks/philadelphia-philadelphia-city-hall.webp,1066,1600,0.666,248056,https://commons.wikimedia.org/wiki/File:Philadelphia_city_hall.jpg,,tall-portrait
pilsen,6,Renaissance Town Hall,images/landmarks/pilsen-renaissance-town-hall.webp,1066,1600,0.666,258876,https://commons.wikimedia.org/wiki/File:Plze%C5%88_-_N%C3%A1m%C4%9Bst%C3%AD_Republiky_-_View_NE_on_Renesan%C4%8Dn%C3%AD_radnice_(City_Hall)_1559_by_Giovanni_de_Statia_-_Renaissance_architecture.jpg,,tall-portrait
plovdiv,5,Dzhumaya Mosque,images/landmarks/plovdiv-dzhumaya-mosque.webp,1066,1600,0.666,294218,"https://commons.wikimedia.org/wiki/File:Dzhumaya_Mosque,_Plovdiv.jpg",,tall-portrait
poprad,8,Belianska Cave,images/landmarks/poprad-belianska-cave.webp,1066,1600,0.666,286100,"https://commons.wikimedia.org/wiki/File:Belianska_Cave,_Vysok%C3%A9_Tatry,_Slovakia_(Unsplash).jpg",,tall-portrait
port-of-spain,6,Cathedral of the Immaculate Conception,images/landmarks/port-of-spain-cathedral-immaculate-conception.webp,1066,1600,0.666,229590,https://commons.wikimedia.org/wiki/File:Cathedral_Basilica_of_the_Immaculate_Conception_(Port_of_Spain).JPG,,tall-portrait
port-vila,5,Ekasup Cultural Village,images/landmarks/port-vila-ekasup-cultural-village.webp,1066,1600,0.666,281104,https://commons.wikimedia.org/wiki/File:Ekasup_Cultural_Village_(16123306403).jpg,,tall-portrait
porto,9,Vila Nova de Gaia Port Wine Cellars,images/landmarks/porto-port-wine-cellars.webp,1066,1600,0.666,380446,"https://commons.wikimedia.org/wiki/File:Ramos_Pinto_Port_Wine_Cellars_Entrance,_Vila_Nova_de_Gaia,_Porto_(54814198436).jpg",,tall-portrait
poznan,4,Fara Poznanska (Parish Church of St. Stanislaus),images/landmarks/poznan-fara-poznanska.webp,1066,1600,0.666,451676,https://commons.wikimedia.org/wiki/File:Fara_Pozna%C5%84ska.jpg,,tall-portrait
regensburg,1,Regensburg Cathedral (Dom St. Peter),images/landmarks/regensburg-cathedral.webp,1066,1600,0.666,188430,https://commons.wikimedia.org/wiki/File:00_2101_Regensburg_-_Dom_St._Peter.jpg,,tall-portrait
regensburg,6,Basilika St. Emmeram,images/landmarks/regensburg-basilika-st-emmeram.webp,1066,1600,0.666,283846,https://commons.wikimedia.org/wiki/File:Basilika_St._Emmeram_Regensburg_8.jpg,,tall-portrait
rostock,6,Kloster zum Heiligen Kreuz (Holy Cross Abbey),images/landmarks/rostock-kloster-zum-heiligen-kreuz-holy-cross-abbey.webp,1066,1600,0.666,256264,"https://commons.wikimedia.org/wiki/File:Rostock,_Kloster_zum_Heiligen_Kreuz,_Klosterkirche_--_2024_--_5301.jpg",,tall-portrait
rostock,7,Universitätsplatz and University Main Building,images/landmarks/rostock-universitatsplatz-and-university-main-building.webp,1066,1600,0.666,175460,https://commons.wikimedia.org/wiki/File:Main_Building_Rostock_University_at_night.JPG,,tall-portrait
rotorua,3,"Redwoods Treewalk, Whakarewarewa Forest",images/landmarks/rotorua-redwoods-treewalk-whakarewarewa-forest.webp,1066,1600,0.666,194200,https://commons.wikimedia.org/wiki/File:Lit_sculptures_above_entrance_tower_-_portrait.jpg,,tall-portrait
rotorua,7,Ohinemutu and St Faith's Church,images/landmarks/rotorua-ohinemutu-and-st-faiths-church.webp,1066,1600,0.666,128882,"https://commons.wikimedia.org/wiki/File:St_Faiths_Anglican_Church,_Ohinemutu,_Rotorua_(3).JPG",,tall-portrait
rotterdam,3,Euromast,images/landmarks/rotterdam-euromast.webp,1066,1600,0.666,167462,https://commons.wikimedia.org/wiki/File:.00_2435_Euromast_-_Rotterdam.jpg,,tall-portrait
saint-denis,5,Musée Léon Dierx,images/landmarks/saint-denis-reunion-musee-leon-dierx.webp,1066,1600,0.666,164038,https://commons.wikimedia.org/wiki/File:Buste-Léon-Dierx.JPG,,tall-portrait
saint-denis,6,Le Grand Marché,images/landmarks/saint-denis-reunion-le-grand-marche.webp,1066,1600,0.666,184148,https://commons.wikimedia.org/wiki/File:Grand-marché-Saint-Denis.JPG,,tall-portrait
salamanca,4,La Clerecía (Pontifical University),images/landmarks/salamanca-la-clerecia.webp,1066,1600,0.666,296680,"https://commons.wikimedia.org/wiki/File:2026-05-28_Church_of_la_Clerecía,_Salamanca_1.jpg",,tall-portrait
salerno,2,Giardino della Minerva,images/landmarks/salerno-giardino-della-minerva.webp,1066,1600,0.666,296068,https://commons.wikimedia.org/wiki/File:Giardino_della_Minerva_Salerno_09.jpg,,tall-portrait
salta,9,Mercado Artesanal de Salta,images/landmarks/salta-mercado-artesanal-de-salta.webp,1066,1600,0.666,134538,https://commons.wikimedia.org/wiki/File:Florentina_Mendoza_de_tienda_MATRA_en_Tecnópolis_(21895515470).jpg,,tall-portrait
salvador,1,Elevador Lacerda,images/landmarks/salvador-elevador-lacerda.webp,1066,1600,0.666,198116,https://commons.wikimedia.org/wiki/File:Elevador_Lacerda_7610.jpg,,tall-portrait
san-andres,7,First Baptist Church (La Loma),images/landmarks/san-andres-first-baptist-church.webp,1066,1600,0.666,187918,"https://commons.wikimedia.org/wiki/File:First_Baptist_church_on_The_Hill,_La_Loma.jpg",,tall-portrait
san-antonio,5,Tower of the Americas,images/landmarks/san-antonio-tower-of-the-americas.webp,1066,1600,0.666,98544,https://commons.wikimedia.org/wiki/File:San_Antonio_May_2018_8_(Tower_of_the_Americas).jpg,,tall-portrait
san-antonio,7,The Pearl District,images/landmarks/san-antonio-the-pearl-district.webp,1066,1600,0.666,234878,https://commons.wikimedia.org/wiki/File:Gustavs_Geysers_Pearl_Brewery_San_Antonio_2021.jpg,,tall-portrait
sanliurfa,4,Haleplibahçe Mosaic Museum,images/landmarks/sanliurfa-haleplibahce-mosaic-museum.webp,1066,1600,0.666,458950,https://commons.wikimedia.org/wiki/File:Urfa_Haleplibahçe_Mosaic_Museum_Alanyurt_mosaic_5200.jpg,,tall-portrait
santiago-de-compostela,2,Hostal dos Reis Católicos,images/landmarks/santiago-de-compostela-hostal-dos-reis-catolicos.webp,1066,1600,0.666,346106,https://commons.wikimedia.org/wiki/File:2025_Porta_e_balc%C3%B3n_do_Hostal_dos_Reis_Cat%C3%B3licos._Santiago_de_Compostela._Galiza.jpg,,tall-portrait
santiago-de-compostela,9,Rúa do Franco & the Old Town,images/landmarks/santiago-de-compostela-rua-do-franco.webp,1066,1600,0.666,301604,https://commons.wikimedia.org/wiki/File:R%C3%BAa_do_Franco._Santiago_de_Compostela._Galiza.jpg,,tall-portrait
santiago-de-cuba,8,Padre Pico Steps & Tivolí Quarter,images/landmarks/santiago-de-cuba-padre-pico-steps.webp,1066,1600,0.666,139664,"https://commons.wikimedia.org/wiki/File:Calle_Padre_Pico_desde_el_n%C2%BA_361,_al_fondo,_la_famosa_escalinata_-_panoramio.jpg",,tall-portrait
sao-tome,0,Fort São Sebastião,images/landmarks/sao-tome-fort-sao-sebastiao.webp,1066,1600,0.666,115880,https://commons.wikimedia.org/wiki/File:Fort_S%C3%A3o_Sebasti%C3%A3o_(S%C3%A3o_Tom%C3%A9)_(7).jpg,,tall-portrait
sarajevo,7,Old Orthodox Church,images/landmarks/sarajevo-old-orthodox-church.webp,1066,1600,0.666,474078,https://commons.wikimedia.org/wiki/File:Sarajevo_Old_Orthodox_Church_03.jpg,,tall-portrait
sergiyev-posad,3,Lavra Bell Tower,images/landmarks/sergiyev-posad-lavra-bell-tower.webp,1066,1600,0.666,151256,https://commons.wikimedia.org/wiki/File:Bell_Tower_Troitse-Sergiyeva_Lavra_2023-07-21_7008.jpg,,tall-portrait
shanghai,5,Nanjing Road,images/landmarks/shanghai-nanjing-road.webp,1066,1600,0.666,307694,https://commons.wikimedia.org/wiki/File:East_Nanjing_Road_2020_(50361842166).jpg,,tall-portrait
sibiu,4,Lutheran Cathedral of Saint Mary,images/landmarks/sibiu-lutheran-cathedral.webp,1066,1600,0.666,183540,https://commons.wikimedia.org/wiki/File:Sibiu_Lutheran_Cathedral.jpg,,tall-portrait
stanley,0,Christ Church Cathedral and Whalebone Arch,images/landmarks/stanley-christ-church-cathedral-and-whalebone-arch.webp,1066,1600,0.666,133328,https://commons.wikimedia.org/wiki/File%3AWhalebone_Arch_and_Christ_Church_Cathedral_%285618221414%29.jpg,,tall-portrait
stanley,8,Battle of the Falklands 1914 Memorial,images/landmarks/stanley-battle-of-falklands-1914-memorial.webp,1066,1600,0.666,220186,https://commons.wikimedia.org/wiki/File:Memorial_to_the_1914_Battle_of_the_Falkland_Islands_(5617680649).jpg,,tall-portrait
stockholm,0,Gamla Stan (Old Town),images/landmarks/stockholm-gamla-stan-old-town.webp,1066,1600,0.666,223662,"https://commons.wikimedia.org/wiki/File:Alley_in_Gamla_Stan,_Stockholm.jpg",,tall-portrait
sucre,5,Catedral Metropolitana de Sucre,images/landmarks/sucre-catedral-metropolitana-de-sucre.webp,1066,1600,0.666,186296,https://commons.wikimedia.org/wiki/File:Catedral_Metropolitana_de_Sucre.JPG,,tall-portrait
torshavn,1,Skansin Fortress,images/landmarks/torshavn-skansin-fortress.webp,1066,1600,0.666,256900,https://commons.wikimedia.org/wiki/File:Skansin_Fortress-pjt2.jpg,,tall-portrait
toulouse,3,Couvent des Jacobins,images/landmarks/toulouse-couvent-des-jacobins.webp,1066,1600,0.666,278624,https://commons.wikimedia.org/wiki/File:Ensemble_conventuel_des_Jacobins_2012-08-01_11-20-28.jpg,,tall-portrait
udaipur,4,Jagdish Temple,images/landmarks/udaipur-jagdish-temple.webp,1066,1600,0.666,232676,https://commons.wikimedia.org/wiki/File:Jagdish_Temple_Udaipur.jpg,,tall-portrait
ulm,0,Ulm Minster (Ulmer Münster),images/landmarks/ulm-ulm-minster.webp,1066,1600,0.666,224986,https://commons.wikimedia.org/wiki/File:Ulm_-_Ulmer_Münster_(49203436743).jpg,,tall-portrait
ulm,4,Metzgerturm (Butchers' Tower),images/landmarks/ulm-metzgerturm.webp,1066,1600,0.666,243458,https://commons.wikimedia.org/wiki/File:Ulm_Metzgerturm_04.jpg,,tall-portrait
vancouver,7,Lions Gate Bridge,images/landmarks/vancouver-lions-gate-bridge.webp,1066,1600,0.666,176762,"https://commons.wikimedia.org/wiki/File:Lions_Gate_Bridge,_Vancouver,_Canada.jpg",,tall-portrait
varna,0,Dormition of the Mother of God Cathedral,images/landmarks/varna-dormition-of-the-mother-of-god-cathedral.webp,1066,1600,0.666,451240,"https://commons.wikimedia.org/wiki/File:Dormition_of_the_Mother_of_God_Cathedral,_Varna,_December,_2018.jpg",,tall-portrait
vienna,1,St. Stephen's Cathedral,images/landmarks/vienna-st-stephens-cathedral.webp,1066,1600,0.666,359608,https://commons.wikimedia.org/wiki/File:Wien_-_Stephansdom_(1).JPG,,tall-portrait
visby,5,Fiskargränd,images/landmarks/visby-fiskargrand.webp,1066,1600,0.666,270186,"https://commons.wikimedia.org/wiki/File:Fiskargränd,_Visby.jpg",,tall-portrait
wroclaw,8,St. Elizabeth's Church,images/landmarks/wroclaw-st-elizabeth-s-church.webp,1066,1600,0.666,305654,https://commons.wikimedia.org/wiki/File:598582_Wroc%C5%82aw_Bazylika_El%C5%BCbiety_01.JPG,,tall-portrait
pilsen,4,Pilsen Historical Underground,images/landmarks/pilsen-historical-underground.webp,400,600,0.667,43060,https://commons.wikimedia.org/wiki/File:Plze%C5%88sk%C3%A9_historick%C3%A9_podzem%C3%AD_-_chodba.jpg,,low-res+tall-portrait
angra-dos-reis,6,Igreja Matriz de Nossa Senhora da Conceicao,images/landmarks/angra-dos-reis-igreja-matriz-de-nossa-senhora-da-conceicao.webp,512,768,0.667,100140,https://commons.wikimedia.org/wiki/File:Altar_da_Igreja_Matriz_de_Nossa_senhora_da_Concei%C3%A7%C3%A3o.jpg,,low-res+tall-portrait
lausanne,0,Lausanne Cathedral (Notre-Dame),images/landmarks/lausanne-lausanne-cathedral.webp,600,900,0.667,74796,https://commons.wikimedia.org/wiki/File:Lausanne-cathe7.JPG,,low-res+tall-portrait
san-antonio,1,San Antonio River Walk,images/landmarks/san-antonio-san-antonio-river-walk.webp,600,900,0.667,182144,https://commons.wikimedia.org/wiki/File:Riverwalk20.jpg,,low-res+tall-portrait
punta-cana,7,Manatí Park,images/landmarks/punta-cana-manati-park.webp,683,1024,0.667,109794,https://commons.wikimedia.org/wiki/File:Ara_chloropterus_-Manati_Park_-Dominican_Republic-8a.jpg,,low-res+tall-portrait
bergen,5,Bergen Cathedral,images/landmarks/bergen-bergen-cathedral.webp,800,1200,0.667,112012,https://en.wikipedia.org/wiki/Bergen_Cathedral,,tall-portrait
kathmandu,9,Nyatapola Temple Bazaar,images/landmarks/kathmandu-nyatapola-temple.webp,800,1200,0.667,134770,https://commons.wikimedia.org/wiki/File:Kathmandu_und_Bhaktapur_2013-05-11_16-03-39.jpg,,tall-portrait
yangon,5,Bogyoke Aung San Market,images/landmarks/yangon-bogyoke-aung-san-market.webp,1024,1536,0.667,239794,https://commons.wikimedia.org/wiki/File:Myanmar-Yangon-Bogyoke_market.jpg,,tall-portrait
buenos-aires,0,Obelisco de Buenos Aires,images/landmarks/buenos-aires-obelisco-de-buenos-aires.webp,1066,1599,0.667,159958,https://en.wikipedia.org/wiki/Obelisco_de_Buenos_Aires,,tall-portrait
salvador,3,Salvador Cathedral (Sé),images/landmarks/salvador-salvador-cathedral.webp,1066,1599,0.667,184280,https://commons.wikimedia.org/wiki/File:Catedral_Basílica_de_Salvador_2018-0111.jpg,,tall-portrait
zhangjiajie,2,Tianmen Mountain,images/landmarks/zhangjiajie-tianmen-mountain.webp,1066,1599,0.667,260648,https://commons.wikimedia.org/wiki/File:Tianmen_Mountain_Heaven_Gate_arch_Zhangjiajie.jpg,,tall-portrait
abha,2,Shada Palace,images/landmarks/abha-shada-palace.webp,1067,1600,0.667,233384,https://commons.wikimedia.org/wiki/File:%D9%82%D8%B5%D8%B1_%D8%B4%D8%AF%D8%A72.jpg,,tall-portrait
angra-dos-reis,5,Convento de Sao Bernardino de Sena,images/landmarks/angra-dos-reis-convento-de-sao-bernardino-de-sena.webp,1067,1600,0.667,277738,https://commons.wikimedia.org/wiki/File:Ru%C3%ADnas_do_Convento_S%C3%A3o_Bernardino_de_Sena.jpg,,tall-portrait
annecy,6,Basilique de la Visitation,images/landmarks/annecy-basilique-de-la-visitation.webp,1067,1600,0.667,117782,https://commons.wikimedia.org/wiki/File:Basilique_de_la_Visitation_-_207.jpg,,tall-portrait
antsiranana,2,Montagne d'Ambre National Park,images/landmarks/antsiranana-montagne-dambre-national-park.webp,1067,1600,0.667,288130,https://commons.wikimedia.org/wiki/File:Waterfall_Montagne_d_Ambre_MS5563.jpg,,tall-portrait
ashgabat,4,Monument to the Constitution,images/landmarks/ashgabat-monument-to-the-constitution.webp,1067,1600,0.667,83972,"https://commons.wikimedia.org/wiki/File:Monument_to_the_Constitution,_Ashgabat,_Turkmenistan.jpg",,tall-portrait
astana,7,Nur-Astana Mosque,images/landmarks/astana-nur-astana-mosque.webp,1067,1600,0.667,142628,https://commons.wikimedia.org/wiki/File:Nur_Astana_Mosque_02.jpg,,tall-portrait
baku,9,Nizami Street,images/landmarks/baku-nizami-street.webp,1067,1600,0.667,384502,https://en.wikipedia.org/wiki/Nizami%20Street,,tall-portrait
basel,5,St. Alban-Tor,images/landmarks/basel-st-alban-tor.webp,1067,1600,0.667,203068,https://commons.wikimedia.org/wiki/File:Basel_-_St.-Alban-Tor.jpg,,tall-portrait
brasov,2,Mount Tâmpa,images/landmarks/brasov-mount-tampa.webp,1067,1600,0.667,297868,https://commons.wikimedia.org/wiki/File:Ivy-covered_tower_below_Mount_Tâmpa_with_the_BRAȘOV_sign_(2025).jpg,,tall-portrait
cadiz,5,Teatro Romano (Roman Theatre),images/landmarks/cadiz-teatro-romano.webp,1067,1600,0.667,289816,https://commons.wikimedia.org/wiki/File:C%C3%A1diz_Teatro_Romano_1.jpg,,tall-portrait
cadiz,9,Barrio del Pópulo,images/landmarks/cadiz-barrio-del-populo.webp,1067,1600,0.667,155136,https://commons.wikimedia.org/w/index.php?search=Barrio%20del%20P%C3%B3pulo%20Cadiz&title=Special:MediaSearch,,tall-portrait
dubrovnik,4,Dubrovnik Cathedral (Cathedral of the Assumption),images/landmarks/dubrovnik-dubrovnik-cathedral-cathedral-of-the-assumption.webp,1067,1600,0.667,202528,"https://commons.wikimedia.org/wiki/File:Cattedrale_di_dubrovnik,_ext._01.JPG",,tall-portrait
gibraltar,2,St Michael's Cave,images/landmarks/gibraltar-st-michaels-cave.webp,1067,1600,0.667,474760,https://commons.wikimedia.org/wiki/File:Gibraltar_St._Michael%27s_Cave_interior_1.jpg,,tall-portrait
gibraltar,3,Great Siege Tunnels,images/landmarks/gibraltar-great-siege-tunnels.webp,1067,1600,0.667,419898,https://commons.wikimedia.org/wiki/File:Gibraltar_Great_Siege_Tunnels_main_course.jpg,,tall-portrait
gondar,3,Fasilides' Bath,images/landmarks/gondar-fasilides-bath.webp,1067,1600,0.667,426582,https://commons.wikimedia.org/wiki/File:ET_Gondar_asv2018-02_img29_Fasilides_Bath.jpg,,tall-portrait
